_id,Estatus_solicitud,Sucursal,Empresa,codigo_producto,Broker,FrontEnd,Fecha_inicio_credito,Fecha_dispersion,Tiempo_funnel_segundos_netos,Dias_horas_transcurridos,Tiempo_total_funnel_formato,Tarea_mas_tardada,Tiempo_tarea_mas_tardada_formato
6936f01abf1a752c15522f7f,APPROVED,306,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-08 9:34:51,2026-01-20 12:02:04,"3,724,033","43 días, 2 horas",43:02:27:13,AXIGESTION,43:02:24:44
6941c485b5b7954c38f1bdb1,APPROVED,554,AEF,DISPOSICION-REVO,DISPOSICION-REVO,TYSON_COA,2025-12-16 14:43:56,2026-01-28 16:56:35,"3,723,159","43 días, 2 horas",43:02:12:39,AXIGESTION,43:02:08:49
693f221337eedb6325b71216,APPROVED,574,AEF,FORMER,FORMER,TYSON_COA,2025-12-14 14:46:12,2026-01-26 15:54:01,"3,719,269","43 días, 1 horas",43:01:07:49,AXIGESTION,43:01:04:56
692dc09dd49a0e64b856999b,APPROVED,273,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-01 10:21:50,2026-01-13 9:53:02,"3,713,472","42 días, 23 horas",42:23:31:12,AXIGESTION,42:23:29:41
693836bb9b16a235bf94af0a,APPROVED,569,AEF,RENO-EXPRESS,RENO - caminantes,TYSON_COA,2025-12-09 8:48:27,2026-01-20 17:29:03,"3,660,036","42 días, 8 horas",42:08:40:36,AXIGESTION,42:08:26:15
6954400297f2b16f8fb14aeb,APPROVED,596,AEF,DISPOSICION-REVO,DISPOSICION-REVO,TYSON,2025-12-30 15:11:39,2026-02-10 14:23:31,"3,625,912","41 días, 23 horas",41:23:11:52,AXIGESTION,41:23:06:37
6941fe4ba1b342319ee1ffa1,APPROVED,615,AEF,FORMER,FORMER,TYSON,2025-12-16 18:50:20,2026-01-27 17:31:01,"3,624,041","41 días, 22 horas",41:22:40:41,AXIGESTION,41:20:59:16
6943233581588f0c78073b6a,APPROVED,322,FISA,FORMER,FORMER,TYSON,2025-12-17 15:40:06,2026-01-28 11:17:01,"3,613,015","41 días, 19 horas",41:19:36:55,AXIDYNAMICJOURNEY,41:19:34:35
693b399fbba57b103a503fe7,APPROVED,278,FISA,REVO-ILC,REVO-ILC,TYSON_COA,2025-12-11 15:37:35,2026-01-21 17:40:46,"3,549,791","41 días, 2 horas",41:02:03:11,AXIGESTION,41:02:02:09
6936ebd914299534bf078cfa,APPROVED,594,AEF,REVO-ILC,REVO-ILC,TYSON,2025-12-08 9:16:42,2026-01-17 10:26:28,"3,460,186","40 días, 1 horas",40:01:09:46,AXIGESTION,39:01:16:24
6939bdbeb9db395b99a3106f,APPROVED,645,AEF,RENO-EXPRESS,RENO-EXPRESS,TYSON_COA,2025-12-10 12:36:47,2026-01-19 11:25:01,"3,451,694","39 días, 22 horas",39:22:48:14,AXIGESTION,00:01:20:44
69447585479df43c7b26673b,APPROVED,653,AEF,REVO-ILC,REVO-ILC,TYSON,2025-12-18 15:43:34,2026-01-27 12:01:17,"3,442,663","39 días, 20 horas",39:20:17:43,AXIDYNAMICJOURNEY,39:20:16:27
694f30f497f2b16f8fb13cea,APPROVED,284,FISA,DISPOSICION-REVO,DISPOSICION-REVO,TYSON,2025-12-26 19:06:04,2026-02-04 13:24:08,"3,435,484","39 días, 18 horas",39:18:18:04,AXIGESTION,39:18:14:03
6952b371562047244954a3f8,APPROVED,683,AEF,FORMER,FORMER,TYSON,2025-12-29 10:59:30,2026-02-06 18:07:01,"3,395,251","39 días, 7 horas",39:07:07:31,AXIGESTION,39:06:08:02
69342710fd1d702b2f9f5889,APPROVED,591,AEF,FORMALDIGITAL,HIBRIDO,LANDING,2025-12-06 6:54:44,2026-01-13 12:05:01,"3,301,817","38 días, 5 horas",38:05:10:17,VERITELE,33:10:38:23
69502ef5f5eb7b322edd693a,APPROVED,304,FISA,FORMALDIGITAL-EXPRESS,UNDEFINED,LANDING,2025-12-27 13:10:36,2026-02-03 14:10:01,"3,286,765","38 días, 0 horas",38:00:59:25,AXIPREAPROBADO,38:00:56:08
6939d28b9b16a235bf94b72b,APPROVED,134,FISA,REVO-ILC,REVO-ILC,TYSON_COA,2025-12-10 14:05:32,2026-01-17 10:41:32,"3,270,960","37 días, 20 horas",37:20:36:00,AXIGESTION,37:20:34:49
6943292e81588f0c78073b96,APPROVED,668,AEF,DISPOSICION-REVO,DISPOSICION-REVO,TYSON_COA,2025-12-17 16:05:40,2026-01-24 12:05:01,"3,268,761","37 días, 19 horas",37:19:59:21,AXIGESTION,37:19:56:06
695540307a2c8a2781913c28,APPROVED,721,AEF,REVO-ILC,REVO-ILC,TYSON,2025-12-31 9:24:33,2026-02-06 11:13:52,"3,203,359","37 días, 1 horas",37:01:49:19,AXIDYNAMICJOURNEY,36:05:34:31
69496bacacbff666ca84fefe,APPROVED,287,FISA,FORMER,FORMER,TYSON,2025-12-22 10:02:55,2026-01-28 11:10:03,"3,200,828","37 días, 1 horas",37:01:07:08,AXIDYNAMICJOURNEY,37:01:03:08
69498b7652909d24a796e465,APPROVED,257,FISA,FORMER,FORMER,TYSON,2025-12-22 12:18:35,2026-01-28 11:53:01,"3,195,266","36 días, 23 horas",36:23:34:26,AXIDYNAMICJOURNEY,36:22:40:31
693220f0bba57b103a501e65,APPROVED,281,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-04 18:01:53,2026-01-10 12:15:02,"3,175,989","36 días, 18 horas",36:18:13:09,AXIDYNAMICJOURNEY,36:18:12:03
69305ff4bf1a752c15521792,APPROVED,115,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-03 10:06:13,2026-01-08 17:25:08,"3,136,735","36 días, 7 horas",36:07:18:55,VERIEXPEDIENTEDIGITAL,35:23:51:02
6949961bacbff666ca85002d,APPROVED,300,FISA,MICRONEGOCIO,FUERZA-MOVIL,MOBILE,2025-12-22 13:14:17,2026-01-27 19:50:03,"3,134,146","36 días, 6 horas",36:06:35:46,AXIDYNAMICJOURNEY,36:06:33:29
694977a7c2e7a04374e71f00,APPROVED,585,AEF,FORMER,FORMER,TYSON,2025-12-22 10:54:01,2026-01-27 15:36:01,"3,127,320","36 días, 4 horas",36:04:42:00,AXIDYNAMICJOURNEY,36:04:34:28
6952b328562047244954a3f7,APPROVED,558,AEF,FORMALDIGITAL,HIBRIDO,LANDING,2025-12-29 10:59:36,2026-02-03 15:27:01,"3,126,445","36 días, 4 horas",36:04:27:25,VERIFIRMASUCURSAL,34:03:03:20
693c4243fd1d702b2f9f75ef,APPROVED,141,FISA,FORMER,FORMER,TYSON,2025-12-12 10:26:45,2026-01-17 14:11:01,"3,123,856","36 días, 3 horas",36:03:44:16,AXIGESTION,36:03:42:49
695552f6e8293b72409d77e7,APPROVED,266,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-31 10:44:39,2026-02-05 12:51:01,"3,117,982","36 días, 2 horas",36:02:06:22,AXIGESTION,36:02:05:39
692de8afd49a0e64b8569b2d,APPROVED,694,AEF,FORMER,Former - caminantes,TYSON,2025-12-01 13:12:50,2026-01-06 14:53:01,"3,116,411","36 días, 1 horas",36:01:40:11,AXIGESTION,36:01:03:12
692f27d7bf1a752c15520fe5,APPROVED,665,AEF,REVO-ILC,REVO-ILC,TYSON,2025-12-02 11:54:31,2026-01-07 13:21:08,"3,115,597","36 días, 1 horas",36:01:26:37,AXIDYNAMICJOURNEY,36:01:23:39
69407b1692190c41ed0a02fb,APPROVED,10,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-15 15:18:15,2026-01-20 13:20:33,"3,103,338","35 días, 22 horas",35:22:02:18,AXIGESTION,35:21:54:46
694218f59048f12bd6394a98,APPROVED,643,AEF,FORMALDIGITAL-EXPRESS,UNDEFINED,LANDING,2025-12-16 20:48:28,2026-01-21 13:19:01,"3,083,433","35 días, 16 horas",35:16:30:33,AXIPREAPROBADO,35:16:09:23
695556a097f2b16f8fb14e39,APPROVED,634,AEF,RENO-EXPRESS,RENO-EXPRESS,appClientes,2025-12-31 11:00:17,2026-02-04 12:36:01,"3,029,744","35 días, 1 horas",35:01:35:44,AXIGESTION,32:23:53:23
6937589114299534bf07908f,APPROVED,575,AEF,FORMER,FORMER,TYSON_COA,2025-12-08 17:00:34,2026-01-12 18:09:02,"3,028,108","35 días, 1 horas",35:01:08:28,AXIGESTION,30:07:23:50
6941b6eb81588f0c7807350c,APPROVED,17,FISA,RENO-EXPRESS,RENO - caminantes,TYSON_COA,2025-12-16 13:45:47,2026-01-20 14:25:01,"3,026,354","35 días, 0 horas",35:00:39:14,AXIGESTION,35:00:37:11
6941b9f99048f12bd63947f4,APPROVED,271,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-16 13:58:50,2026-01-20 13:31:23,"3,022,353","34 días, 23 horas",34:23:32:33,AXIGESTION,34:23:31:39
692f36c7f7d61e67d6cf838c,APPROVED,701,AEF,REVOLVENTE-AEF,REVOLVENTE-AEF,appClientes,2025-12-02 12:58:15,2026-01-06 12:19:01,"3,021,646","34 días, 23 horas",34:23:20:46,AXIGESTION,34:20:21:45
6949e279bd0165676298f387,APPROVED,562,AEF,FORMALDIGITAL-EXPRESS,UNDEFINED,LANDING,2025-12-22 18:36:31,2026-01-26 17:46:01,"3,020,970","34 días, 23 horas",34:23:09:30,AXIPREAPROBADO,34:22:58:59
6941c01aa1b342319ee1fd6f,APPROVED,250,FISA,RENO-EXPRESS,RENO-EXPRESS,appClientes,2025-12-16 14:24:58,2026-01-20 11:54:02,"3,014,944","34 días, 21 horas",34:21:29:04,AXIGESTION,31:22:52:22
693dd3cefd1d702b2f9f7b0e,APPROVED,663,AEF,REVOLVENTE-AEF,REVOLVENTE-AEF,TYSON_COA,2025-12-13 14:59:59,2026-01-17 11:07:01,"3,010,022","34 días, 20 horas",34:20:07:02,AXIGESTION,34:20:05:29
693269de5ed90e043cacab2c,APPROVED,560,AEF,REVO-ILC,REVO-ILC,TYSON_COA,2025-12-04 23:13:03,2026-01-08 16:52:55,"3,001,192","34 días, 17 horas",34:17:39:52,AXIMONTODISPERSION,22:19:03:54
692f2b86b9db395b99a2e3cb,APPROVED,116,FISA,FORMER,FORMER,TYSON,2025-12-02 12:10:16,2026-01-05 17:48:02,"2,957,866","34 días, 5 horas",34:05:37:46,AXIDYNAMICJOURNEY,34:05:29:04
6931f2a5b9db395b99a2f485,APPROVED,79,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-04 14:44:22,2026-01-07 20:08:37,"2,957,055","34 días, 5 horas",34:05:24:15,AXIGESTION,27:01:29:08
694b0daf615c174976ab9ae4,APPROVED,582,AEF,FORMALDIGITAL,FORMALDIGITAL,TYSON,2025-12-23 15:46:29,2026-01-26 17:53:01,"2,945,192","34 días, 2 horas",34:02:06:32,AXIGESTION,34:01:00:41
6933702d14299534bf0784fb,APPROVED,275,FISA,FORMALDIGITAL-EXPRESS,UNDEFINED,LANDING,2025-12-05 17:56:39,2026-01-08 15:11:02,"2,927,663","33 días, 21 horas",33:21:14:23,AXIPREAPROBADO,33:21:09:07
694eb84f2a8c57159b3b617c,APPROVED,316,FISA,FORMER,FORMER,TYSON,2025-12-26 10:31:12,2026-01-28 17:48:02,"2,877,410","33 días, 7 horas",33:07:16:50,AXIDYNAMICJOURNEY,33:07:15:12
6942f92c5e4d057dda248f7b,APPROVED,273,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-17 12:40:45,2026-01-19 18:08:02,"2,870,837","33 días, 5 horas",33:05:27:17,AXIGESTION,33:05:21:58
69444e581ee7ed3c8c8ce15e,APPROVED,257,FISA,REVO-ILC,REVO-ILC,TYSON_COA,2025-12-18 12:56:29,2026-01-20 13:25:57,"2,852,968","33 días, 0 horas",33:00:29:28,AXIDYNAMICJOURNEY,32:20:30:25
69335d87bf1a752c15522781,APPROVED,248,FISA,DISPOSICION-REVO,DISPOSICION-REVO,TYSON,2025-12-05 16:32:46,2026-01-07 16:05:44,"2,849,578","32 días, 23 horas",32:23:32:58,AXIGESTION,32:23:12:42
69307fa3bf1a752c155218ff,APPROVED,257,FISA,REVO-ILC,REVO-ILC,TYSON_COA,2025-12-03 12:21:24,2026-01-05 10:14:06,"2,843,562","32 días, 21 horas",32:21:52:42,AXIGESTION,32:21:52:10
693b2f00bf1a752c1552437a,APPROVED,17,FISA,REVO-ILC,REVO-ILC,TYSON_COA,2025-12-11 14:52:17,2026-01-13 12:28:04,"2,842,547","32 días, 21 horas",32:21:35:47,AXIGESTION,32:21:35:19
6930d05514299534bf0779a4,APPROVED,59,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-03 18:05:42,2026-01-05 12:54:02,"2,832,500","32 días, 18 horas",32:18:48:20,AXIGESTION,32:18:45:50
694ee02d2a8c57159b3b6297,APPROVED,599,AEF,FORMER,Former - caminantes,TYSON,2025-12-26 13:21:18,2026-01-27 17:15:01,"2,778,823","32 días, 3 horas",32:03:53:43,AXIGESTION,32:03:50:24
69441bf0d41c282484809e61,APPROVED,709,AEF,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-18 9:21:20,2026-01-19 12:58:01,"2,777,801","32 días, 3 horas",32:03:36:41,AXIDYNAMICJOURNEY,32:03:26:57
69406d9898e6406bb134783b,APPROVED,595,AEF,FORMALDIGITAL-EXPRESS,UNDEFINED,LANDING,2025-12-15 14:22:35,2026-01-16 16:56:01,"2,774,006","32 días, 2 horas",32:02:33:26,AXIPREAPROBADO,32:00:33:21
6952aa0e97f2b16f8fb143dd,APPROVED,258,FISA,FORMALDIGITAL,UNDEFINED,LANDING,2025-12-29 10:21:31,2026-01-30 11:21:02,"2,768,371","32 días, 0 horas",32:00:59:31,AXIPREAPROBADO,32:00:52:24
69321e28bf1a752c155222a7,APPROVED,601,AEF,RENO-EXPRESS,RENO - caminantes,TYSON,2025-12-04 17:50:00,2026-01-05 18:33:02,"2,767,382","32 días, 0 horas",32:00:43:02,AXIGESTION,32:00:08:14
692e0a283951d9144b969f32,APPROVED,553,AEF,FORMER,FORMER,TYSON,2025-12-01 15:35:37,2026-01-02 13:55:01,"2,758,764","31 días, 22 horas",31:22:19:24,AXIGESTION,31:22:18:34
6944821ba2fae2107cfb660f,APPROVED,123,FISA,FORMER,FORMER,TYSON,2025-12-18 16:37:16,2026-01-19 14:17:01,"2,756,385","31 días, 21 horas",31:21:39:45,AXIGESTION,31:18:34:17
694f1f2a97f2b16f8fb13c9b,APPROVED,8,FISA,FORMALDIGITAL,Socio_Micronegocio,LANDING,2025-12-26 17:51:01,2026-01-27 13:54:02,"2,750,581","31 días, 20 horas",31:20:03:01,AXIPREAPROBADO,31:00:07:30
692faff65ed90e043cac9db5,APPROVED,634,AEF,RENO-EXPRESS,RENO-EXPRESS,appClientes,2025-12-02 21:35:18,2026-01-03 16:14:02,"2,745,524","31 días, 18 horas",31:18:38:44,AXIGESTION,31:07:15:20
692fcc3f9b16a235bf949190,APPROVED,29,FISA,RENO-EXPRESS,RENO-EXPRESS,appClientes,2025-12-02 23:36:00,2026-01-03 11:00:02,"2,719,442","31 días, 11 horas",31:11:24:02,AXIGESTION,31:02:53:10
694ab64bca1f0515e0363402,APPROVED,292,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON_COA,2025-12-23 9:33:32,2026-01-23 18:29:02,"2,710,530","31 días, 8 horas",31:08:55:30,AXIGESTION,31:08:52:37
694174db3b4bb635350143fb,APPROVED,277,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-16 9:03:56,2026-01-16 14:18:01,"2,697,245","31 días, 5 horas",31:05:14:05,AXIDYNAMICJOURNEY,31:03:51:12
694e4e857a2c8a278191283f,APPROVED,568,AEF,KFACILDIGITAL,PRESTANOMICO-CREDIALTO_SELECT,LANDING,2025-12-26 14:24:13,2026-01-26 18:22:01,"2,692,668","31 días, 3 horas",31:03:57:48,VERIFIRMASUCURSAL,21:00:08:24
